chr,start,end,strand,symbol,perc_meth.NGO,perc_meth.GVO
chr3,58420221,58441129,-,Fam194a,0.004111842,0.078203639
chr3,58455963,58457963,+,Gm8234,0,0.012820513
chr3,58478870,58496310,-,Siah2,0.005387931,0.272137228
chr3,58496510,58592446,+,4930593A02Rik,0.019437457,0.607013043
chr3,58649136,58689134,-,Clrn1,0.02539168,0.399847483
chr3,58649136,58689134,-,Clrn1,0.02539168,0.399847483
chr3,58649136,58689134,-,Clrn1,0.02539168,0.399847483
chr3,58649136,58689134,-,Clrn1,0.02539168,0.399847483
chr3,58649136,58689134,-,Clrn1,0.02539168,0.399847483
chr3,58649136,58689134,-,Clrn1,0.02539168,0.399847483
chr3,58649136,58689134,-,Clrn1,0.02539168,0.399847483
chr3,58649136,58689134,-,Clrn1,0.02539168,0.399847483
chr3,58649136,58689134,-,Clrn1,0.02539168,0.399847483
chr3,58810899,59122334,+,Med12l,0.010270675,0.862720466
chr3,58900369,58905743,-,Gpr171,0.005555556,0.811594203
chr3,58918546,58934546,-,P2ry14,0.007751938,0.975694444
chr3,58918546,58934546,-,P2ry14,0.007751938,0.975694444
chr3,58918546,58934546,-,P2ry14,0.007751938,0.975694444
chr3,58918546,58934546,-,P2ry14,0.007751938,0.975694444
chr3,58950217,58957550,-,F630111L10Rik,0.011869436,0.984308131
chr3,58982844,58984007,-,Gpr87,0,0.990506329
chr3,59011813,59014804,-,P2ry13,0.019230769,0.965838509
chr3,59020192,59066753,-,P2ry12,0.015075377,0.891053678
chr3,59120656,59148178,-,Igsf10,0.012513602,0.112536443
chr3,59533707,59556319,+,Gm5538,0.006116208,0.055460751
chr3,59664972,59681235,+,Gm8298,0.037861915,0.088263822
chr3,59729135,59741871,+,C130079G13Rik,0.013215859,0.11827957
chr3,59756230,59777516,+,Gm9696,0.054631829,0.070552147
chr3,59810664,59829342,+,Aadacl2,0.007653061,0.107476636
chr3,59835709,59844079,+,Aadac,0.01119403,0.969273743
chr3,59885790,59891488,+,Sucnr1,0,0.071729958
chr3,60276751,60433670,+,Mbnl1,0.012578616,0.574447514
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60305173,60433670,+,Mbnl1,0.012550882,0.658626934
chr3,60806716,60812901,+,P2ry1,0.00872818,0.133301931
chr3,61168428,61172625,+,Rap2b,0.008938547,0.137245393
chr3,62142698,62266143,+,Arhgef26,0.007867942,0.767529625
chr3,62272563,62310910,-,Dhx36,0.007669617,0.75162589
chr3,62333884,62409062,-,Gpr149,0.028479559,0.688024081
chr3,63099793,63186153,+,Mme,0.012893082,0.154826697
chr3,63500155,63654913,-,Plch1,0.007765568,0.964505952
chr3,63500155,63654913,-,Plch1,0.007765568,0.964505952
chr3,63500155,63654913,-,Plch1,0.007765568,0.964505952
chr3,63500155,63654913,-,Plch1,0.007765568,0.964505952
chr3,63500155,63654913,-,Plch1,0.007765568,0.964505952
chr3,63500155,63654913,-,Plch1,0.007765568,0.964505952
chr3,63500155,63654913,-,Plch1,0.007765568,0.964505952
chr3,63500155,63654913,-,Plch1,0.007765568,0.964505952
chr3,63500155,63654913,-,Plch1,0.007765568,0.964505952
chr3,63718617,63733307,-,E130311K13Rik,0.012820513,0.389075228
chr3,63746245,63768655,-,Slc33a1,0.013513514,0.429148163
chr3,63746245,63768655,-,Slc33a1,0.013513514,0.429148163
chr3,63746245,63768655,-,Slc33a1,0.013513514,0.429148163
chr3,63746245,63768655,-,Slc33a1,0.013513514,0.429148163
chr3,63780064,63823000,+,Gmps,0.05034613,0.658217716
chr3,63885563,63909380,+,Vmn2r1,0.018575851,0.899075501
chr3,63920353,63941402,-,Vmn2r2,0.019693654,0.165186501
chr3,64062882,64091339,-,Vmn2r3,0.014563107,0.180124224
chr3,64192542,64213979,-,Vmn2r4,0.06372549,0.490127758
chr3,64294742,64311607,-,Vmn2r5,0,0.381625442
chr3,64341482,64363740,-,Vmn2r6,0.079268293,0.350515464
chr3,64436784,64648665,-,Vmn2r-ps11,0.101014118,0.287336001
chr3,64494581,64523524,-,Vmn2r7,0.058823529,0.339840284
chr3,64913564,65182141,+,Kcnab1,0.011990616,0.297433547
chr3,65127941,65153351,-,A730090N16Rik,0.015522876,0.471114424
chr3,65183578,65196475,-,Ssr3,0.005069708,0.491891892
chr3,65331406,65333336,-,4931440P22Rik,0.00998004,0.007548526
chr3,65332368,65359440,+,Tiparp,0.008723236,0.276577601
chr3,65470149,65490103,+,Lekr1,0.020627803,0.497987559
chr3,65470149,65635084,+,Lekr1,0.011741406,0.339942803
chr3,65750072,65762147,-,Ccnl1,0.011299435,0.386440678
chr3,65857479,66100759,-,Veph1,0.017453011,0.142439323
chr3,66023808,66029728,+,Ptx3,0.003081664,0.011794872
chr3,6615412,6620443,-,1700008P02Rik,0,0.055335968
chr3,66777190,66785693,-,Shox2,0.005795235,0.016357083
chr3,66789593,67162325,+,Rsrc1,0.047928152,0.850347477
chr3,67178018,67203922,+,Mlf1,0.014117647,0.444703143
chr3,67178018,67203922,+,Mlf1,0.014117647,0.444703143
chr3,67178018,67203922,+,Mlf1,0.014117647,0.444703143
chr3,67178018,67203922,+,Mlf1,0.014117647,0.444703143
chr3,67234036,67278990,+,Gfm1,0.04144183,0.870829599
chr3,67261920,67267829,-,Lxn,0.006127451,0.969429747
chr3,67282807,67319445,-,Rarres1,0.017489712,0.265259985
chr3,67386689,67408153,+,Mfsd1,0.007266122,0.764632368
chr3,67696141,67860515,+,Iqcj,0.012582385,0.068552084
chr3,67696141,68430404,+,Gm21949,0.011208923,0.216900031
chr3,67868723,68430404,+,Schip1,0.010801786,0.254402314
chr3,67868723,68430404,+,Schip1,0.010801786,0.254402314
chr3,67868723,68430404,+,Schip1,0.010801786,0.254402314
chr3,67868723,68430404,+,Schip1,0.010801786,0.254402314
chr3,68298114,68430404,+,Schip1,0.008144059,0.290010741
chr3,68376289,68430404,+,Schip1,0.005617978,0.498781174
chr3,68494565,68502469,+,Il12a,0.009230769,0.017071909
chr3,68495345,68502469,+,Il12a,0.009985735,0.017955801
chr3,68673507,68676085,+,1110032F04Rik,0.008064516,0.01001001
chr3,68696420,68808492,-,Ift80,0.019422311,0.873605342
chr3,68808893,68838545,+,Smc4,0.010131108,0.461969576
chr3,68813693,68813757,+,Mir15b,0,1
chr3,68813823,68813918,+,Mir16-2,0,1
chr3,68839215,68848664,-,Trim59,0.009049774,0.443259711
chr3,68876142,68931014,-,Kpna4,0.004253057,0.64778217
chr3,68935154,68961099,+,Gm1647,0.00900277,0.136531365
chr3,69026340,69027540,+,Arl14,0.004694836,0.02238806
chr3,69120839,69359318,+,Ppm1l,0.011960279,0.415250285
chr3,69378107,69402783,-,B3galnt1,0.011500863,0.628268185
chr3,69525976,69552968,+,Nmd3,0.01291364,0.683021304
chr3,69623460,69663818,-,Sptssb,0.008431703,0.814761631
chr3,69623460,69663818,-,Sptssb,0.008431703,0.814761631
chr3,69623460,69663818,-,Sptssb,0.008431703,0.814761631
chr3,69623460,69663818,-,Sptssb,0.008431703,0.814761631
chr3,69811534,69832630,+,Otol1,0.011310085,0.062449637
chr3,70576300,70611213,-,Gm6634,0.02182285,0.128993369
chr3,72692481,72770788,-,Sis,0.014810045,0.078475336
chr3,72852046,72860865,-,Slitrk3,0.009287926,0.010009533
chr3,72870272,73398752,+,Gm20754,0.024316358,0.143533415
chr3,73155127,73285573,-,4930509J09Rik,0.035297927,0.15059635
chr3,73439730,73512337,-,Bche,0.011983223,0.189006228
chr3,7366603,7445365,+,Pkia,0.020354316,0.046938027
chr3,73813140,73821199,-,Gm20356,0,0.595419847
chr3,74841828,74947645,-,Zbbx,0.018859246,0.137398374
chr3,7503425,7553848,+,Zc2hc1a,0.061498484,0.623451516
chr3,75046278,75074000,-,Serpini2,0.025157233,0.52613828
chr3,75320411,75360721,-,Pdcd10,0.008017493,0.718856365
chr3,75361454,75446445,+,Serpini1,0.013532764,0.888539251
chr3,75451362,75459653,-,2410007B07Rik,0.013157895,0.154191617
chr3,75680305,75760753,-,Golim4,0.011639,0.189506289
chr3,7572076,7613427,-,Il7,0.00804829,0.719219219
chr3,75878482,76513927,+,Fstl5,0.044718338,0.456250678
chr3,75879504,76513927,+,Fstl5,0.045002783,0.459661264
chr3,78866450,78949797,-,Rapgef2,0.011220196,0.958951743
chr3,79016840,79057835,+,4921511C10Rik,0.009832484,0.650888647
chr3,79149297,79268050,+,Gm17359,0.015551307,0.362113325
chr3,7925302,7954887,-,1700010I02Rik,0.010954617,0.385670732
chr3,79259892,79371601,-,Fnip2,0.010081064,0.832825837
chr3,79395310,79407572,+,Ppid,0.014333895,0.681220856
chr3,79407709,79432689,-,Etfdh,0.01391162,0.698698315
chr3,79433000,79436741,+,4930579G24Rik,0.00422833,0.360824742
chr3,79448637,79541716,-,Rxfp1,0.012868005,0.11673932
chr3,79617074,79646584,-,Tmem144,0.008403361,0.027192646
chr3,79689851,79750200,+,Fam198b,0.020153551,0.053723174
chr3,80488857,80606713,-,Gria2,0.008144126,0.046974697
chr3,80488857,80606713,-,Gria2,0.008144126,0.046974697
chr3,80488857,80606713,-,Gria2,0.008144126,0.046974697
chr3,80488857,80606713,-,Gria2,0.008144126,0.046974697
chr3,80495413,80606713,-,Gria2,0.008239495,0.050090525
chr3,80647525,80717546,-,Glrb,0.016457961,0.195392774
chr3,80840337,81017953,+,Pdgfc,0.008031442,0.076648565
chr3,81736537,81760647,+,Ctso,0.011648746,0.044417278
chr3,81762335,81779650,-,Tdo2,0.010309278,0.487416107
chr3,81800843,81825155,+,Asic5,0.007317073,0.081967213
chr3,81835925,81878633,-,Gucy1b3,0.006021678,0.024395121
chr3,81835925,81878633,-,Gucy1b3,0.006021678,0.024395121
chr3,81835925,81878633,-,Gucy1b3,0.006021678,0.024395121
chr3,81835925,81878633,-,Gucy1b3,0.006021678,0.024395121
chr3,81896348,81949799,-,Gucy1a3,0.006066734,0.828546862
chr3,82161993,82199190,+,Map9,0.011624528,0.814250472
chr3,82342304,82352007,-,Npy2r,0.011128776,0.01542777
chr3,82342304,82352007,-,Npy2r,0.011128776,0.01542777
chr3,82342304,82352007,-,Npy2r,0.011128776,0.01542777
chr3,82342304,82352007,-,Npy2r,0.011128776,0.01542777
chr3,82641154,82680405,-,Rbm46,0.015267176,0.056784857
chr3,82680626,82747560,+,4930564K09Rik,0.014007141,0.04057072
chr3,82696503,82707896,-,Lrat,0.007092199,0.02739726
chr3,82708398,82747560,+,4930564K09Rik,0.010894495,0.053872956
chr3,82811817,82818971,+,Fgg,0.014749263,0.019859065
chr3,82830074,82837539,+,Fga,0.010856454,0.030797101
chr3,82830074,82837539,+,Fga,0.010856454,0.030797101
chr3,82830074,82837539,+,Fga,0.010856454,0.030797101
chr3,82830074,82837539,+,Fga,0.010856454,0.030797101
chr3,82846226,82853712,-,Fgb,0.006430868,0.014996054
chr3,82859459,82876213,+,Plrg1,0.016997167,0.77005814
chr3,83359288,83378040,-,1700028M03Rik,0.009615385,0.766242038
chr3,83570242,83578236,+,Sfrp2,0.006917756,0.099674973
chr3,83640193,83645530,-,Tlr2,0.011640212,0.01875
chr3,83702208,83844083,-,D930015E06Rik,0.01122775,0.820667403
chr3,83891855,83959708,-,Mnd1,0.047757717,0.675346768
chr3,83964360,84016760,-,Trim2,0.008584636,0.024980016
chr3,83964360,84024799,-,Trim2,0.008538899,0.024108834
chr3,83964360,84063701,-,Trim2,0.007487617,0.022963952
chr3,83964360,84074705,-,Trim2,0.007371262,0.022379781
chr3,83964360,84108697,-,Trim2,0.007935248,0.02301676
chr3,83978559,83979115,+,Gm6525,0,0.034013605
chr3,84153297,84183843,-,4930565D16Rik,0.074320242,0.734775185
chr3,84246117,84283413,-,Fhdc1,0.008708634,0.03293072
chr3,84246117,84284361,-,Fhdc1,0.009889863,0.030470636
chr3,84299985,84386547,-,Arfip1,0.01646369,0.835927225
chr3,84397495,84400954,+,Tigd4,0.003816794,0.004960317
chr3,84470113,84508497,+,Tmem154,0.028101644,0.036845778
chr3,8461386,8463098,-,Gm6194,0.016806723,0.459737828
chr3,84619498,84783120,+,Fbxw7,0.008960087,0.930288804
chr3,84668066,84783120,+,Fbxw7,0.00837939,0.928744411
chr3,84756132,84783120,+,Fbxw7,0.007955936,0.949337748
chr3,84768977,84769502,-,Dear1,0,0.35106383
chr3,8509526,8561604,+,Stmn2,0.00822639,0.020706093
chr3,85121440,85135949,+,1700036G14Rik,0.020576132,0.089321692
chr3,85378050,85458392,+,Pet112,0.05897772,0.753941964
chr3,85463984,85550131,-,Fam160a1,0.008234873,0.954356501
chr3,85673767,85691440,-,Glt28d2,0.023364486,0.374026893
chr3,85797731,85806413,-,Prss48,0.009569378,0.671548117
chr3,85888355,85934443,+,Sh3d19,0.011009667,0.853996224
chr3,85941861,85946590,-,Rps3a1,0.007067138,0.433728448
chr3,85942712,85942780,-,Snord73a,0,1
chr3,85944538,85944609,-,Rnu73b,0,1
chr3,86028611,86550632,+,Lrba,0.010456165,0.836696246
chr3,86028611,86580893,+,Lrba,0.010089512,0.847711202
chr3,86028611,86586616,+,Lrba,0.009876918,0.849061617
chr3,86349502,86352205,-,Mab21l2,0.002728513,0.007903301
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86590071,86724806,-,Dclk2,0.016653605,0.809645753
chr3,86602841,86724806,-,Dclk2,0.017915493,0.781333066
chr3,8663358,8667038,-,Hey1,0.01142132,0.142785066
chr3,86790507,86793454,+,Cd1d2,0.00619195,0.077534791
chr3,86790507,86793454,+,Cd1d2,0.00619195,0.077534791
chr3,86790507,86793454,+,Cd1d2,0.00619195,0.077534791
chr3,86790507,86793454,+,Cd1d2,0.00619195,0.077534791
chr3,86799757,86803262,-,Cd1d1,0,0.162237762
chr3,86882513,86978669,-,Kirrel,0.010464356,0.029999489
chr3,86882513,86978669,-,Kirrel,0.010464356,0.029999489
chr3,86882513,86978669,-,Kirrel,0.010464356,0.029999489
chr3,86882513,86978669,-,Kirrel,0.010464356,0.029999489
chr3,87054886,87067446,-,Fcrls,0.012807882,0.027819175
chr3,87161802,87174996,+,Cd5l,0.01754386,0.04806022
chr3,87180308,87196055,+,Fcrl1,0.006200177,0.036823425
chr3,87180308,87196055,+,Fcrl1,0.006200177,0.036823425
chr3,87180308,87196055,+,Fcrl1,0.006200177,0.036823425
chr3,87180308,87196055,+,Fcrl1,0.006200177,0.036823425
chr3,87180308,87196055,+,Fcrl1,0.006200177,0.036823425
chr3,87180308,87196055,+,Fcrl1,0.006200177,0.036823425
chr3,87180308,87196055,+,Fcrl1,0.006200177,0.036823425
chr3,87180308,87196055,+,Fcrl1,0.006200177,0.036823425
chr3,87180308,87196055,+,Fcrl1,0.006200177,0.036823425
chr3,87239703,87271446,+,Fcrl5,0.014032496,0.105527638
chr3,87239703,87304600,+,Fcrl5,0.072324967,0.131558582
chr3,87329499,87344078,+,Etv3,0.012024048,0.467121091
chr3,87329499,87344078,+,Etv3,0.012024048,0.467121091
chr3,87329499,87344078,+,Etv3,0.012024048,0.467121091
chr3,87329499,87344078,+,Etv3,0.012024048,0.467121091
chr3,87422672,87541955,+,Arhgef11,0.011022195,0.867723403
chr3,87540844,87552545,-,Lrrc71,0.02,0.54497947
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87553018,87572875,-,Pear1,0.008358997,0.504907306
chr3,87582165,87599084,-,Ntrk1,0.010893246,0.01582428
chr3,87600872,87620023,+,Insrr,0.009001286,0.016524217
chr3,87650676,87659644,+,Sh2d2a,0.00116144,0.053186392
chr3,87650676,87659644,+,Sh2d2a,0.00116144,0.053186392
chr3,87650676,87659644,+,Sh2d2a,0.00116144,0.053186392
chr3,87650676,87659644,+,Sh2d2a,0.00116144,0.053186392
chr3,87662824,87689484,-,Prcc,0.011082138,0.783168613
chr3,87710242,87720054,+,Hdgf,0.005681818,0.374490628
chr3,87723465,87727355,+,Mrpl24,0,0.608695652
chr3,87726522,87734117,-,Rrnad1,0.013377926,0.565540541
chr3,87734235,87744608,+,Isg20l2,0.011187608,0.65571205
chr3,87752614,87757294,+,Crabp2,0.006756757,0.61954262
chr3,87775014,87784373,+,Nes,0.007393715,0.207224335
chr3,87791452,87804278,-,Bcan,0.005386876,0.013638363
chr3,87796435,87804278,-,Bcan,0.003773585,0.010070186
chr3,87825671,87831433,-,Hapln2,0.007253886,0.016839842
chr3,87847029,87859914,+,Gpatch4,0.011439466,0.973451327
chr3,87847029,87859914,+,Gpatch4,0.011439466,0.973451327
chr3,87847029,87859914,+,Gpatch4,0.011439466,0.973451327
chr3,87847029,87859914,+,Gpatch4,0.011439466,0.973451327
chr3,87860444,87862417,-,Apoa1bp,0,0.329171396
chr3,87873331,87882226,-,Ttc24,0.008974359,0.559617548
chr3,87885972,87924970,+,Iqgap3,0.012845371,0.874769231
chr3,87946316,87973089,+,Mef2d,0.00989673,0.682295574
chr3,87975481,87981707,-,1700113A16Rik,0.005555556,0.654471545
chr3,88019092,88019179,+,Mir3093,0,0
chr3,88019519,88019608,+,Mir9-1,0,0
chr3,8802145,8923857,-,Mrps28,0.028983237,0.733682739
chr3,88046795,88058606,-,Rhbg,0.003259984,0.272759104
chr3,88086681,88100760,-,Tsacc,0.020164986,0.444112628
chr3,88101056,88125688,+,Cct3,0.009655172,0.555257671
chr3,88128944,88132553,+,0610031J06Rik,0.01793722,0.905857741
chr3,88132574,88138355,-,Tmem79,0.006571742,0.365754813
chr3,88140181,88166259,+,Smg5,0.007130872,0.879581152
chr3,88168510,88172463,+,Paqr6,0.001926782,0.082343626
chr3,88172538,88173642,-,Bglap3,0.134328358,0.87150838
chr3,88181657,88182621,-,Bglap2,0.026315789,0.320754717
chr3,88187416,88188386,-,Bglap,0.025,0.873873874
chr3,88187748,88188386,-,Bglap,0.04,0.850746269
chr3,88198064,88214238,-,Pmf1,0.013108614,0.713891444
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88214417,88229061,-,Slc25a44,0.00617284,0.789703078
chr3,88239883,88259683,-,Sema4a,0.004142931,0.216546606
chr3,88239883,88262806,-,Sema4a,0.004612546,0.195830086
chr3,88239883,88263023,-,Sema4a,0.004502476,0.19118206
chr3,88239883,88265104,-,Sema4a,0.004194631,0.18036286
chr3,88285070,88307254,-,Lmna,0.006795422,0.969162342
chr3,88287127,88297221,-,Lmna,0.004723347,0.970016657
chr3,88287127,88307254,-,Lmna,0.006163328,0.969833119
chr3,88336316,88345316,+,Mex3a,0.012444444,0.121330032
chr3,88340222,88340304,-,Mir1905,0,0.03125
chr3,88345950,88352201,-,Rab25,0.020477816,0.930677291
chr3,88353740,88356849,-,Lamtor2,0.002590674,0.410774411
chr3,88357637,88373647,+,Ubqln4,0.005875441,0.812929062
chr3,88383592,88392335,+,Ssr2,0.008631319,0.667626728
chr3,88420128,88451974,+,Arhgef2,0.007223114,0.17779825
chr3,88425027,88451974,+,Arhgef2,0.008042895,0.181979695
chr3,88425315,88451974,+,Arhgef2,0.008042066,0.19270132
chr3,88425315,88451974,+,Arhgef2,0.008042066,0.19270132
chr3,88425315,88451974,+,Arhgef2,0.008042066,0.19270132
chr3,88425315,88451974,+,Arhgef2,0.008042066,0.19270132
chr3,88455819,88457064,-,Rxfp4,0.009259259,0.016587678
chr3,88489715,88516855,+,2810403A07Rik,0.008705114,0.726973684
chr3,88520775,88534970,+,Rit1,0.023343373,0.843866171
chr3,88520775,88534970,+,Rit1,0.023343373,0.843866171
chr3,88520775,88534970,+,Rit1,0.023343373,0.843866171
chr3,88520775,88534970,+,Rit1,0.023343373,0.843866171
chr3,88520775,88534970,+,Rit1,0.023343373,0.843866171
chr3,88520775,88534970,+,Rit1,0.023343373,0.843866171
chr3,88520775,88534970,+,Rit1,0.023343373,0.843866171
chr3,88520775,88534970,+,Rit1,0.023343373,0.843866171
chr3,88520775,88534970,+,Rit1,0.023343373,0.843866171
chr3,88548622,88576521,-,Syt11,0.030647986,0.779400158
chr3,88580978,88633293,+,5830417I10Rik,0.012471655,0.932174888
chr3,88625931,88636409,-,1500004A13Rik,0.013769363,0.889078498
chr3,88639152,88714021,+,Gon4l,0.009806749,0.872404785
chr3,88639152,88714021,+,Gon4l,0.009806749,0.872404785
chr3,88639152,88714021,+,Gon4l,0.009806749,0.872404785
chr3,88639152,88714021,+,Gon4l,0.009806749,0.872404785
chr3,88713537,88717872,-,Msto1,0.012614679,0.596760443
chr3,88724724,88754204,-,Dap3,0.02677532,0.739884393
chr3,88724724,88754204,-,Dap3,0.02677532,0.739884393
chr3,88724724,88754204,-,Dap3,0.02677532,0.739884393
chr3,88724724,88754204,-,Dap3,0.02677532,0.739884393
chr3,88769733,88883297,+,Ash1l,0.019309123,0.95631025
chr3,88887900,88893953,-,Rusc1,0.00625,0.343714609
chr3,88887900,88897285,-,Rusc1,0.007575758,0.256291731
chr3,88887900,88897285,-,Rusc1,0.007575758,0.256291731
chr3,88887900,88897285,-,Rusc1,0.007575758,0.256291731
chr3,88887900,88897285,-,Rusc1,0.007575758,0.256291731
chr3,88897509,88905889,-,Fdps,0.010141988,0.75245098
chr3,88897509,88905889,-,Fdps,0.010141988,0.75245098
chr3,88897509,88905889,-,Fdps,0.010141988,0.75245098
chr3,88897509,88905889,-,Fdps,0.010141988,0.75245098
chr3,88940063,88950516,+,Pklr,0.004961021,0.019518996
chr3,88940544,88950516,+,Pklr,0.005223881,0.018640351
chr3,88950696,88964079,-,Hcn3,0.004774536,0.014818141
chr3,88968726,88981009,+,Clk2,0.008797654,0.729393939
chr3,88968726,88981009,+,Clk2,0.008797654,0.729393939
chr3,88968726,88981009,+,Clk2,0.008797654,0.729393939
chr3,88968726,88981009,+,Clk2,0.008797654,0.729393939
chr3,88981406,88986692,+,Scamp3,0.004484305,0.549197861
chr3,88987146,88993211,+,Fam189b,0.002244669,0.885772358
chr3,89006849,89012601,+,Gba,0.002853067,0.887761573
chr3,89006861,89012603,+,Gba,0.002853067,0.895268139
chr3,89013002,89018257,-,Mtx1,0.007386888,0.506347479
chr3,89013002,89018257,-,Mtx1,0.007386888,0.506347479
chr3,89013002,89018257,-,Mtx1,0.007386888,0.506347479
chr3,89013002,89018257,-,Mtx1,0.007386888,0.506347479
chr3,89019108,89030759,+,Thbs3,0.010600707,0.675825872
chr3,89031037,89031120,-,Mir92b,0,0.065789474
chr3,89032973,89037291,+,Muc1,0.002832861,0.019585253
chr3,89038098,89049121,-,Trim46,0.010282776,0.020183486
chr3,89038098,89049819,-,Trim46,0.009691096,0.019180471
chr3,89050359,89053644,+,Krtcap2,0.025454545,0.414839798
chr3,89070473,89070999,+,Dpm3,0,0.008356546
chr3,89072167,89074492,-,Slc50a1,0.002364066,0.09047619
chr3,89075651,89083567,-,Efna1,0.005440696,0.757295044
chr3,89075651,89084873,-,Efna1,0.006079027,0.548862115
chr3,89118872,89126801,-,Efna3,0.012310606,0.04494382
chr3,89137314,89141950,-,Efna4,0.006459948,0.141813755
chr3,89143561,89153932,-,Adam15,0.010116732,0.726057214
